39:3008,2914,2076,4552,1931,3132,1952,2560,4937,4202,758,3541,932,1880,2077,2014,3835,281,2603,4125
40:493,2924,4532,3688,813,3389,2720,2586,3117,3517,3769,2569,2534,2389,3578,4875,2429,2516,3008,4962
41:3932,245,1092,522,3084,1127,3995,4414,4979,1453,731,3545,2909,277,1696,4035,4038,4850,4031,1774
42:1110,4054,2307,2677,1484,160,3869,2774,1935,1324,4302,4417,3153,2691,4166,126,1261,3937,4211,1461
43:3159,2038,654,4451,1026,3488,103,1068,2987,1632,3204,1175,2081,4584,498,4651,32,4123,3420,4684
44:654,4542,3488,4489,4179,3122,2987,22,4590,4099,379,3710,1279,1339,514,735,2376,612,3196,2576
45:4030,1626,3126,783,869,2572,3254,3588,1121,206,638,233,2435,2130,2665,3920,3758,3240,2093,4800
46:3690,4291,1126,2235,98,790,3015,4181,3296,4938,2499,785,309,1365,214,4847,4177,4212,328,2278
47:1888,2551,4180,3072,955,3766,568,1426,3544,2063,4107,2026,4813,1996,3008,4784,3437,2108,4481,726
48:3318,4493,3097,2951,4189,2461,3260,4364,4265,1980,3796,3805,3943,4942,3325,4742,3577,2194,1265,3926
49:4830,2239,916,2775,2472,79,3050,2938,2495,3705,1753,1556,1568,4384,4726,2625,2915,3173,2388,1399
50:589,2169,544,1349,3236,427,3165,4369,2237,2792,3629,2692,1405,3352,4706,2972,2135,2740,119,1173
51:4519,2847,3371,868,4758,440,428,157,4015,1576,3942,2388,989,476,3783,2043,2510,682,4830,4823
52:1494,1872,4439,2653,4977,1390,225,4427,1242,2155,467,889,3594,72,2339,884,1058,3396,1997,2375
53:2702,960,3647,3213,4853,3364,3091,1510,631,1141,4655,1878,2310,4118,424,2812,4189,1156,3243,4295
54:3593,1684,634,3509,178,860,3695,2175,2120,3983,4396,236,4955,3833,3185,2443,4291,1079,2985,2919
55:172,4969,589,2708,4033,3254,1330,1343,4958,4761,3880,3827,3490,475,2841,518,993,1837,4676,3837
56:694,4041,3243,3624,2320,2948,3277,2584,4631,4009,1265,2730,4817,895,2541,930,483,3678,3734,4602
57:67,1113,3437,2891,4560,893,4831,2759,2263,4962,4422,1410,761,3991,2149,800,4558,3170,1182,2211
58:2830,2131,4413,3668,1710,108,247,1330,2502,61,3141,2038,22,3111,4139,732,4958,2942,4927,993
59:2342,1800,710,3130,4446,4621,2387,1699,2782,1360,4911,1263,2440,2096,4617,3031,496,1433,1021,3783
60:3,3640,2476,4719,4894,4204,709,3977,1806,831,1928,4192,1069,1203,2191,2358,159,2084,2825,1442
61:1364,608,2563,1882,125,1396,2961,1302,3139,4858,4835,2830,3093,4284,651,3089,1736,1227,1293,98
62:3411,4214,2233,167,1566,457,4851,2844,1329,4343,4879,70,241,3229,2058,3441,348,796,96,4044
63:1026,1847,2871,4619,624,1382,4066,1964,1486,2429,1722,2038,1571,4833,4402,2369,4757,4212,369,1798
64:684,1694,337,4461,2429,1710,3993,4736,2232,402,2644,2062,614,622,2516,459,2012,597,373,2756
65:4840,3285,4255,3828,1383,1604,777,4551,4810,2796,2264,2257,2635,1668,4612,1235,1429,3481,1622,3339
66:3204,708,1319,2896,1355,1747,6,4760,3240,3290,3000,2461,3590,2831,1236,3474,3943,3926,2960,1535
67:885,374,893,4560,582,114,4914,2502,1074,1421,3908,1519,2713,3170,1887,876,1638,2658,2842,155
68:1856,4009,4522,3515,905,1283,1009,2475,4364,1692,227,791,1497,2541,4811,3443,4930,3069,4817,2823
69:2418,4284,1250,4416,4458,859,4915,909,4630,3965,4847,1434,4860,4934,184,2248,3710,987,1063,4789
70:466,62,947,4044,1566,2844,1634,457,2524,348,344,1730,2490,1420,796,3229,813,1153,4854,3441
71:1981,642,4423,4284,373,188,4282,2429,505,4999,3024,4435,2984,402,2651,493,2190,952,1492,1194
72:2348,436,3995,4995,3611,4566,884,1453,1058,4822,382,3204,1969,1691,2410,4056,52,1631,4140,113
73:67,4048,2657,3818,2341,2963,3355,2137,831,3783,749,4891,1887,1877,3798,2741,416,4063,1161,875
74:4446,686,2868,4600,4466,3346,76,4178,627,116,307,2637,3338,4006,3047,4436,1126,2046,4937,3101
75:588,165,896,3204,3988,3361,1111,758,1974,781,108,325,3351,3888,144,3084,4146,2676,1813,2930
76:3101,3794,586,4265,4335,864,259,3994,2511,4022,4885,74,859,360,2664,1809,3113,4668,2621,767
77:4905,2404,3306,721,3008,4838,4763,722,1972,4887,2336,3345,2487,2284,432,4873,865,1254,1276,3717
78:3130,4291,446,1913,2135,2736,979,3047,4706,3297,466,2236,3281,4511,1014,4599,50,1302,3123,2744
79:3561,683,4384,1379,4519,2938,1040,3705,2908,2043,783,1568,138,2472,49,2847,3942,4705,3267,4623
80:911,1844,2262,2119,2930,1105,33,3008,1863,3245,4813,4888,3379,3872,1113,3814,2676,1813,2507,896
81:3947,2366,4412,2110,3310,160,2982,4300,2619,3605,1457,4120,1334,2511,1511,1844,3937,2691,4526,853
82:4859,4300,2850,1556,1931,4695,1113,2476,3440,4319,4430,2613,3050,409,1177,1100,3548,281,3409,2502
83:2151,3553,3773,3663,2365,2160,524,3469,1762,701,4290,257,1262,3487,4446,4233,4960,3184,510,4348
84:3389,3144,1383,4313,2253,677,4103,2235,2257,2745,3889,1014,2489,1480,2871,3796,1264,4824,1235,1477
85:3888,2437,2728,2368,3994,118,2045,2118,1232,1152,1596,2119,2712,1169,3835,1260,3405,3038,2660,2860
86:1401,356,3597,1310,1158,3351,1535,4134,783,3346,1893,1574,3050,926,3267,459,144,4389,4194,169
87:2903,2612,1907,765,3688,1148,1247,2047,1034,4116,4425,3389,1195,674,888,25,536,3362,1997,1429
88:2883,3934,3374,489,1295,3368,431,2146,468,4886,4690,865,2830,4265,4865,1214,927,3157,2999,1717
89:1086,2861,2735,766,1214,1977,4968,2218,3840,4364,3753,4069,171,1497,2734,1322,4464,1856,4593,4631
90:1468,541,4687,2665,4769,4151,2435,124,2606,3798,2295,1510,2257,6,3732,3432,276,4007,2369,1784
91:1285,2016,4302,1165,4108,2677,2323,1357,2696,3702,3691,3499,3871,627,4211,3500,1457,2982,160,1385
92:4566,783,750,936,2970,1086,2575,1063,2625,1202,3984,761,2239,49,1182,4210,4189,179,4800,1379
93:1911,2497,2396,1415,2948,1956,3677,4340,3277,4800,838,3156,3306,697,3622,2935,206,3181,3719,4981
94:836,3100,4958,3027,4033,2934,4676,3880,1629,1837,3038,3746,3111,3177,535,2841,1004,2153,1646,1064
95:3877,317,4685,743,2713,4660,4510,3441,3275,1608,2967,739,2765,1589,2769,1318,3720,2732,3878,2123
96:1995,2233,2397,466,1329,1047,3360,62,1271,1356,540,198,348,4343,3309,796,2659,2058,3811,4044
97:4240,3226,3953,3975,2523,2278,1497,1849,3331,4735,4842,2771,4912,1179,216,1583,3753,4588,1856,4210
98:4984,1825,1389,1383,1288,2483,2815,38,4038,2460,3459,4858,1619,61,2196,2354,1024,283,1126,1796
99:3236,2451,805,3559,1064,3934,4688,630,2520,3801,4079,485,646,416,666,2518,1161,1649,318,580
100:2172,4088,435,1274,4763,236,644,998,3774,3853,2241,432,1254,2920,524,1666,1900,2604,4005,2336
101:4056,431,3847,3949,4917,2871,4106,2205,4386,3855,3823,436,710,4995,4546,884,4877,4698,639,1468
102:3886,4962,4736,1924,3760,2825,3038,4038,3907,1033,4177,3254,614,2359,931,4544,1052,4220,373,1453
103:4172,2950,11,1543,3105,2918,3008,1025,2296,4844,3333,3831,914,958,1274,3460,1726,4588,4375,3057
104:4955,1588,2857,2418,442,4981,1366,3251,3364,904,1905,1972,777,2670,1639,822,3833,3901,3622,3671
105:2976,2351,516,2572,3457,4925,294,1578,1588,3920,2183,4098,4153,2049,4692,206,1014,580,3037,325
106:3323,906,3823,1938,4391,3807,1492,4522,4424,3753,1578,1777,2888,3394,3093,2541,1160,2011,3739,483
107:3031,3869,708,349,4145,4744,2440,3703,1002,4291,4170,2373,3558,2301,4386,2345,3881,1201,2364,2472
108:611,4759,3615,4791,2755,2118,2208,144,4332,4700,3828,3752,33,3284,4315,3468,2728,2999,1149,2440
109:215,635,936,1957,1764,612,4189,1084,3297,4975,1389,2580,4955,4206,1203,187,1705,4929,1882,1279
110:1861,4375,3923,1806,3030,2840,2750,4791,1864,4879,2896,2370,2289,13,4865,3420,3470,2139,167,108
111:1410,4499,2070,4018,3888,3251,510,853,4263,1457,404,2163,259,3379,2863,219,2790,3766,1348,757
112:25,263,865,4117,817,1048,1248,3089,1295,4793,295,1524,61,4526,1996,2403,3702,794,3335,19
113:1913,346,851,3396,436,384,889,4232,3823,710,4698,382,1969,3940,72,1720,1631,1782,4995,4131
114:2308,2945,3629,3719,4030,2883,3306,4340,834,2853,3536,2430,2779,3759,3677,1548,3156,865,1588,3191
115:1302,2780,1988,4106,3093,4272,4670,4854,436,3053,686,2637,3788,1782,202,3829,4942,3619,214,3722
116:1830,1154,2027,728,4303,309,2183,74,4443,3882,3167,1806,4466,1126,2499,3298,187,1023,1760,3943
117:1148,2682,1943,4127,2069,4979,4149,2707,972,2246,1843,4001,4775,2592,4719,2126,2755,1380,3839,3829
118:2261,3361,1834,2437,4614,1745,3872,4714,2083,1151,1893,1981,3245,2060,4961,2422,660,321,2951,1813
119:2143,366,3240,3352,1778,50,1241,4907,2615,3690,1703,25,1951,1537,4675,1960,2482,1319,4033,2782
120:3345,993,628,1364,2172,998,4606,2747,3549,2606,3203,4887,143,3694,3147,4491,2336,432,732,1942
121:2701,4174,4841,3762,1005,3004,1408,360,1252,1273,4825,2358,670,2053,4843,739,1592,1391,3725,29
122:244,1203,858,4099,1782,3216,3148,610,2943,1989,1248,2260,434,4035,4222,413,2879,3427,1596,3980
123:1460,1742,3993,1971,4583,1669,2963,2451,645,2064,2857,4290,2377,2798,744,4075,4224,4077,4526,906
124:834,4223,4836,3992,1133,3481,3052,3100,1907,1636,888,4785,3530,3518,2665,3382,3516,1622,1288,1292
125:1472,1299,790,1143,827,2196,4937,3089,61,2204,4182,1080,3139,1014,944,3323,3729,4406,2186,1816
126:1165,889,4521,1484,4069,1176,3937,3006,627,866,4537,42,4668,1376,1505,2359,2940,1413,4417,2307
127:2744,1806,1126,4367,3047,4511,2392,125,3729,340,1444,187,3551,3416,3266,4303,2904,61,1302,1014
128:1654,2205,4253,3521,2501,4844,3501,1873,467,1631,884,1494,4945,3855,1997,851,3310,3764,346,3823
129:2158,1215,3852,3985,1551,4661,29,4255,1376,1360,2126,495,4094,1148,2103,4174,3589,3285,4118,3475
130:1844,3413,1891,4942,1261,1110,2016,957,1770,3442,1334,1285,3937,866,3860,3003,579,1413,857,160
131:3991,2151,1722,712,459,3015,2016,1943,1265,1010,2818,2422,3325,3976,893,1599,1208,2290,4862,3354
132:2748,3976,713,805,783,544,3934,1245,3819,2728,3492,2135,4865,2654,893,3530,2818,3801,2137,3281
133:1556,2527,1203,4934,4182,1252,128,3286,4001,1387,2777,889,1242,4174,2227,7,3823,1943,1096,2502
134:644,3971,4033,2714,299,2606,722,2740,247,1342,1976,3646,3147,3727,2560,3694,432,337,1459,1138
135:2510,3690,1537,236,2495,3317,229,4465,4800,783,496,4705,1753,3783,1743,1877,595,831,233,1027
136:631,4293,2292,1722,2107,2063,2259,4493,2634,4591,1602,2445,1632,255,2727,3959,4748,4828,3022,4082
137:4513,2060,4092,1231,3468,3360,1070,1574,1191,2667,1309,4740,2014,458,2193,4098,3351,2779,3361,2930
138:2203,1941,3760,3557,859,4020,49,3,2118,1568,3942,79,1020,4841,4384,4623,1539,4705,2408,1052
139:2831,3644,1752,1954,1970,691,3000,4420,2615,2808,549,4564,4907,3240,3225,1258,496,4462,4621,1236
140:683,3397,2118,1535,3345,4277,4570,783,4823,2461,3480,4742,2395,3792,454,4145,2278,1891,4384,3205
141:307,3943,1939,3820,1412,1476,2575,3459,3139,2186,1014,1574,2084,4083,3038,2183,1687,1024,4981,1637
142:2310,944,3829,4677,2204,2969,3857,1806,2027,3551,3066,4964,3270,1476,4406,1126,3223,1472,2225,2186
143:2346,2528,148,2606,2747,524,1254,3432,4165,435,3147,4731,3452,4301,3779,4873,432,3345,3549,3694
144:4865,1074,1064,1363,2676,3631,2368,2239,1304,2831,3130,3881,3055,3943,924,4390,971,108,3553,783
145:390,148,1145,1518,144,3931,4205,3802,738,1503,3693,696,665,1411,3426,1649,1675,512,1250,1070
146:4035,4812,3721,1085,3366,3719,2726,2791,4387,1824,3792,2214,507,2670,3617,4840,1458,2183,923,4713
147:1736,2951,3817,2118,1122,3537,1474,2081,164,1650,2709,2657,1981,4256,2361,2555,4973,3084,3093,2060
148:624,2379,1942,1386,4622,1254,1200,2221,2193,4606,3625,1383,3779,1443,302,3355,920,4836,3981,247
149:1944,456,2676,2066,1280,4713,1286,1465,4944,2801,1977,4263,2941,3541,858,660,3462,4950,2306,2927
150:3580,2922,3230,3717,402,1776,3227,2190,2332,971,2487,1451,4229,4736,2054,2088,2721,2644,1319,4435
151:2516,1205,2266,493,4761,2345,628,2109,40,3365,1852,2712,1198,2639,2206,4421,1392,1185,2944,3247
152:236,786,4047,1672,4923,3265,1441,1919,1014,2596,2722,4683,4642,1574,122,3980,4035,1596,1301,2678
153:1316,494,3678,4869,3425,3157,343,4619,3560,462,4966,1593,298,1015,2201,2599,3553,2290,510,1979
154:220,3203,1662,1641,4894,98,1173,4012,3840,2530,2196,666,4186,4277,1468,749,290,4830,3239,4856
155:942,1482,4005,2193,67,3366,3147,930,3140,879,3063,2413,2502,1891,1536,644,4606,3779,4998,2528
156:1412,4518,1482,4962,151,2761,1673,2195,220,4837,3365,1198,2639,2540,1246,1285,3941,1336,3637,2189
157:3317,4015,2297,2550,4857,2388,322,15,304,4727,4947,3050,2938,1158,2408,3698,2989,1485,2072,3942
158:2156,2223,4032,4757,3822,3815,4085,993,2368,3619,2502,4033,4311,1131,4066,3038,421,3247,4239,3304
159:3232,1097,1863,60,4190,4684,399,863,309,4458,246,4925,2368,13,463,1774,4584,870,996,1143
160:2696,3691,1461,1844,4988,3605,2677,853,3937,1457,1935,1306,542,4417,1285,2982,1165,1357,2691,2307
161:1510,1353,2598,2977,3511,1710,3296,4928,4118,2358,566,3995,3004,4076,654,1900,2280,4282,3490,2708
162:2963,2490,2877,643,568,1176,2812,4382,3283,4386,1457,3008,1006,4082,4672,1610,2557,2030,1011,845
163:4168,1708,1813,108,2221,1282,4672,3997,3511,2634,363,554,2514,2349,2134,3093,3424,3959,2629,2108
164:4672,4221,1272,440,4294,1282,4756,709,255,727,4798,2063,1426,803,4192,3769,4082,40,4107,4962
165:2660,61,1105,345,3264,932,2951,2408,1981,2437,911,137,1711,1169,4181,4315,3361,3782,2801,1410
166:3619,4052,1380,4580,2601,4162,4035,1474,1747,2678,203,2641,1606,4796,1974,1964,555,3999,889,2375
167:1475,2732,2564,4660,3030,4879,4755,2628,1153,3086,2977,4538,3229,2397,110,1307,796,4854,3752,3567
168:2516,4083,4383,3107,3580,40,971,665,3146,2946,151,4999,1798,72,402,3008,4646,17,3756,468
169:3654,4393,1441,2550,422,3798,2472,2540,3267,1539,841,3232,3690,692,4386,1682,2938,3616,3120,176
170:4742,4962,3157,1198,1448,694,4996,3786,2209,2761,3818,811,1820,3735,2540,1284,3672,2136,3624,3554
171:791,4009,910,4483,2823,1150,4217,1777,2091,68,4378,4407,1623,89,1497,2734,2024,3069,1710,2803
172:3746,892,2740,3822,2368,3803,1502,3780,4692,4343,889,1147,4676,2038,421,4139,1956,535,1064,4958
173:2960,640,2896,1778,4915,366,4489,1508,237,3456,2387,4193,108,3429,1241,4949,2076,3943,1313,1265
174:585,1193,4288,1408,519,4148,3254,3934,4084,527,3807,3477,533,13,2965,3492,3656,4543,2485,4033
175:3473,2918,3373,4844,539,2962,867,2203,909,4183,2427,2537,3228,4375,3326,3717,2719,4663,222,974
176:569,1011,2087,3530,3364,392,326,3654,1079,378,2557,386,4756,491,1905,258,169,37,1373,177
177:2443,2853,2698,4076,1610,211,894,1379,2087,4204,4655,3796,407,4293,2255,2638,4082,3959,176,643
178:4682,2049,1810,1639,3833,258,4800,2267,3048,3719,822,507,4130,4030,3721,2183,4812,1609,3191,375
179:4525,3557,4363,916,1743,2472,4384,3173,1545,2380,3267,1568,1399,783,3798,2239,3783,1576,868,4705
180:1221,4799,3002,4344,4383,1492,4435,1412,4284,4736,2586,4181,3026,684,402,2050,4282,4356,614,2190
181:2231,932,2887,3857,1813,4717,2408,2941,3245,4924,3817,3782,3361,4901,2379,4314,2951,4944,2210,3370
182:1118,3013,2476,3095,1044,2682,3921,3576,2613,4319,2895,1839,2793,1134,2766,3261,1401,4759,4818,4162
183:2534,3247,3102,3560,4181,2788,2812,3813,4095,220,2662,3257,4294,1667,2849,494,2269,3365,4883,3770
184:1383,2621,1910,4938,1061,4814,1250,3816,3690,3883,379,69,2376,1365,632,1279,3710,1028,3122,785
185:2934,1647,2368,1766,535,4692,246,2441,4033,1064,4076,1629,294,2832,1746,3837,4697,3296,3038,2153
186:3751,1218,282,3876,605,2946,4424,3830,3138,4670,3987,1432,486,4809,2736,3641,890,4224,1045,423
187:109,3008,127,1154,3335,728,3882,4955,2671,3788,1882,3298,3979,116,14,2046,256,4303,1389,2422
188:1984,4728,4841,4033,4338,505,642,71,4937,4850,523,4435,3024,2932,3477,1470,1596,4284,2359,4736
189:2765,1764,1818,317,1153,4879,4044,3720,3923,1634,3841,4604,3870,13,2610,2490,654,3229,796,4343
190:1746,3646,4807,4511,134,2368,3774,1136,3648,1055,1992,1918,3068,2172,4332,2135,1020,1138,198,2193
191:4536,722,2179,3719,4018,4354,4508,4356,3553,3881,2260,1988,1197,4469,4139,1976,4881,837,3290,2678
192:137,4996,1070,429,4697,2250,2752,2539,3270,2379,4147,533,458,3507,3490,1889,2004,3456,952,1880
193:2695,2311,1228,3389,4799,4836,2584,1235,3861,4953,2264,4313,4282,2796,961,1937,3498,2020,3254,3296
194:4865,1014,1763,2742,2103,515,2250,479,1886,2883,2123,4392,2831,1823,813,1118,4849,4001,660,1377
195:828,4653,1450,175,3400,2170,4563,1106,17,876,2426,1774,4965,402,2374,1412,3846,4580,2983,1035
196:1806,3662,1414,307,1143,4406,3346,4466,3608,828,4937,4955,1014,1084,2084,4890,309,2002,1293,4858
197:909,2081,3824,1590,3297,2258,2012,3234,238,2598,2579,4965,1585,4089,1561,2537,471,3191,4142,1572
198:2445,529,597,2106,2975,3057,3549,1826,3580,1763,1254,1138,190,2056,3811,697,4229,96,4604,3774
199:1882,827,4955,4897,1690,1522,1448,360,4475,1445,2392,1392,1892,3031,2196,2136,4996,1163,1906,4303
200:1841,1133,4089,3016,1595,2445,974,867,4929,1727,4375,3649,2950,621,3972,4800,2073,2963,4793,3527
201:2199,3709,1031,61,1039,4841,914,2544,2854,1994,2460,3722,3099,4742,2927,1882,4937,3788,3473,4903
202:68,2886,1283,4628,4360,115,1638,2341,1319,1618,905,1991,3084,1928,4735,4594,2167,2780,2823,1240
203:3321,607,555,2451,2630,1458,1377,2854,1020,3222,4250,2943,2875,3381,4796,4801,3934,1064,3038,459
204:2049,2308,4957,3683,2820,3882,4595,1779,1588,3833,3467,2670,3191,2183,1810,2004,2958,4030,3419,1804
205:1463,3029,3023,2613,3492,3032,3819,4680,3236,1404,927,2758,353,3343,508,310,3454,1717,1349,3447
206:1679,1972,491,3181,697,865,4008,1588,209,822,2853,105,1326,2543,3071,2351,3457,93,4104,2971
207:1718,3836,1360,2123,631,4019,4763,293,4900,3492,4014,4167,3141,2972,1433,4793,1079,3020,4111,2758
208:3709,2593,4128,4223,25,3261,2355,2241,4367,4260,380,2249,1382,511,4565,284,20,1763,4444,1917
209:697,3071,4590,3719,2383,1085,4981,3533,4145,690,3075,1823,3525,4555,638,4696,2791,206,2351,3181
210:2121,3839,3075,4588,1177,4500,4593,4569,1100,4360,2423,4742,4364,3084,4912,2315,3562,3975,427,3226
211:4802,2067,799,1175,326,4111,560,3642,2075,4864,302,1121,2430,1971,4029,3056,786,569,2798,2620
212:2506,828,1782,1632,607,1743,3783,1104,2511,4057,4529,1265,496,4087,4232,4173,2728,4975,3588,945
213:2271,3818,2982,704,1562,679,314,3008,1926,3136,1935,3641,1844,1464,1982,1152,3086,4190,3937,2619
214:1058,1365,814,2795,639,4131,1633,1997,2780,467,3823,4546,2904,440,4356,3722,1631,2429,436,115
215:1711,1813,3093,2418,2560,1764,2178,822,3563,3103,2231,1870,1944,2422,4711,2261,4400,2092,1410,893
216:1092,3025,2218,4226,2823,2771,2948,1314,3875,4100,4817,1856,227,2121,1265,68,4122,840,4842,97
217:421,1471,3490,1401,613,2093,535,1929,4826,1106,4338,3697,2368,1746,773,4033,1191,1450,1486,3819
218:4034,159,605,3640,1853,4096,4013,3417,4692,3136,4416,663,2257,4249,3890,388,652,3188,1910,4938
219:1265,1960,3825,169,2443,3240,2890,3861,1473,2292,488,4635,2896,1508,1074,2482,4836,111,2713,1645
220:4590,156,3832,1915,643,1077,3827,3247,4082,4238,1295,3457,1887,1475,4753,538,3853,2797,2791,2335
221:128,2244,3863,2183,72,436,998,3659,884,710,807,467,1782,2573,4995,1997,3521,854,2257,3611
222:1398,2053,4067,788,4051,290,4663,2623,3836,1595,3833,471,175,4916,2907,4823,4821,2963,2081,1648
223:364,38,3675,3490,1628,760,148,1043,3008,178,3886,3228,4803,4282,3840,491,2007,3995,3278,3597
224:1909,2635,2765,866,3490,2392,4303,826,4089,2840,1751,4511,3008,160,1937,2830,3203,2155,4841,1462
225:889,4546,1455,1,1923,4742,2951,214,4131,4698,710,431,2422,3977,1969,440,4425,2821,52,2155
226:3704,337,3140,4312,1172,4180,2193,4353,692,621,964,3911,4458,3257,1138,4181,1254,2273,4127,4239
227:3145,2614,3084,1692,4817,3435,4513,1991,4855,2341,4364,3975,2167,68,4982,2823,791,4448,4842,4628
228:1751,1338,2282,516,4826,535,1147,1997,2223,3243,294,4725,2156,25,4377,2283,3038,580,3304,852
229:1300,49,1753,4951,2297,4845,4823,1597,273,989,2510,2380,2043,3834,4792,3783,2908,1355,349,2616
230:2309,771,4491,4958,1131,4725,954,4969,421,1064,1147,2156,1710,399,3490,732,2038,3668,4066,993
231:1758,3818,3863,2748,108,4431,299,3842,1404,666,3651,3801,1437,2281,3008,3236,4865,2044,1560,1256
232:4697,1185,1060,599,4033,683,3907,4757,828,421,2321,3633,2101,4156,4816,4721,3819,2206,3490,3967
233:3181,45,178,3622,1755,2971,375,135,2975,3191,4957,3920,3115,783,3436,638,3721,4800,4030,4340
234:3432,1342,3648,3717,3900,2879,2673,299,4838,524,2428,3708,416,557,3856,951,2642,3913,1012,1443
235:3414,503,4614,3783,2330,4386,419,2202,4824,1932,2759,3671,302,1002,799,2620,994,2075,2838,2668
236:4414,54,3379,361,178,2183,2513,456,4800,713,3150,1666,3833,1639,2938,4229,3032,1644,3553,2903
237:848,1508,1104,372,4454,708,1535,1061,1495,1778,2880,1927,1954,1515,2482,2805,3240,1144,2144,2615
238:3532,197,1341,1590,2396,2038,3763,1724,1585,1841,1725,2285,3235,465,2537,2950,1045,3219,4089,867
239:3318,3310,859,1535,438,4072,1760,7,290,2527,3379,2416,644,4493,2932,2829,782,148,4702,4558
