32:8464,6593,4500,2845,5340,3720,469,3434,483,3367,5933,7963,8308,8287,6252,6696,619,3098,6057,1436,8072,941,7251,7313,9341,8246,8833,4239,1447,103
33:7596,9407,1992,1599,3051,2572,1212,9146,1572,4749,8335,6762,8955,9127,850,8498,2319,3388,8356,231,8402,7156,6207,5398,7678,6439,9319,8337,3331,2060
34:9871,4758,1062,5506,2564,1020,2560,9669,2340,9966,7273,1926,4546,6680,4813,1079,9124,7964,7704,3679,6803,6203,4482,5782,4409,7147,5170,1620,2370,8795
35:204,4967,2471,311,9336,6870,3985,8294,6767,7824,8443,6655,8521,3241,1118,941,5960,1692,2138,6975,2647,2612,2452,3972,9734,4961,2770,8392,6158,9159
36:9387,4091,1543,5946,199,7143,8973,6738,5359,3374,4791,3585,9829,3253,3167,1510,5983,1520,5066,8623,6743,7979,1824,2162,6345,7570,6680,1712,761,1944
37:8777,3551,2309,2793,1446,8796,7127,1163,1777,7334,4153,3380,6304,2287,7090,2681,792,7559,6068,1691,6767,9848,5344,1119,1751,4893,2791,9082,8979,5067
38:4255,4662,6003,5274,7097,5826,6955,8322,5596,7611,6287,5040,2668,5736,4795,5950,4551,5108,4325,5393,5880,4471,7143,7342,8050,4904,1260,1528,3167,8913
39:4631,8282,3839,4811,7347,283,950,4093,9469,7898,2076,2902,6055,5597,8180,5384,4685,1035,8835,4599,3711,4949,4326,8226,6692,3719,4753,4466,1942,4831
40:2153,7005,4378,3791,7924,8003,2666,2693,9078,7530,5607,3666,7885,1824,9795,344,8514,7123,3929,5598,7067,4463,6524,4433,9753,8333,5113,7393,7249,1610
41:7579,8947,2827,9243,8830,5826,3968,8443,3834,2564,3708,1542,247,4412,7996,9790,1390,4710,5643,1038,1198,6043,9211,533,2000,4021,3430,3752,4506,1277
42:8608,8302,9822,628,7750,2430,5036,826,6774,9138,1341,1164,1825,2419,5830,2443,4782,1101,9752,109,5624,2378,2892,661,99,6850,823,8357,5140,9397
43:6796,7563,2607,8778,3716,7879,1398,325,1742,1408,859,357,6046,7781,1626,6118,4253,1544,2474,3264,4065,8944,67,3962,6735,3220,6567,1109,1295,7914
44:2483,8287,5478,7040,9711,6038,8601,3502,852,219,3055,4376,6977,2741,1421,2113,1965,7341,9551,5797,935,8196,85,3622,3849,2263,4485,5379,2443,7494
45:3145,4744,9950,9066,850,6009,1316,6433,3484,3333,1356,5455,304,5246,5913,4922,9075,7107,2623,756,7994,6027,1634,6171,3655,8480,6259,2144,8864,2708
46:4454,7428,7619,3175,4,2580,5640,7940,1642,1637,9242,1632,6788,4953,1455,5910,5883,9336,1186,5083,9519,3111,7952,5158,9190,1501,8578,799,8525,3985
47:3839,6541,4926,2224,8368,4465,4326,2992,9805,6790,5901,8172,3582,4600,5054,3098,3875,5285,8491,1129,3719,9537,2681,4596,6621,2780,9089,8349,1698,202
48:8498,9195,6529,4236,3978,7858,3051,6984,6338,8274,3448,3631,3556,230,6643,2228,7095,659,7201,252,2819,8090,3745,4276,4078,3761,9931,4542,2060,4168
49:5691,9048,2921,5965,6621,9387,987,632,4065,2172,9806,927,2202,4410,2332,6400,1787,9712,8918,9223,3223,1114,22,8222,9946,941,9469,9204,8658,630
50:4912,1316,3395,8111,1715,8589,4922,7543,9249,6956,328,1659,8542,8220,2157,7941,8153,5944,8241,4270,5213,6203,5681,4558,8411,6969,2044,7021,7891,1489
51:3724,502,3132,1447,9660,1825,9595,6388,5285,6120,6416,6252,4596,3404,6610,156,2317,4873,8308,1135,5238,4595,4176,1717,4679,9495,7313,5190,1556,5931
52:176,3899,9043,2883,6776,8703,5748,1383,5508,532,1250,1335,8506,5878,1765,477,7440,2358,7758,3825,6838,8533,9989,23,2146,7818,3885,3301,5872,1348
53:2433,1571,2754,1947,9250,106,1321,4576,1394,7919,7082,5308,387,2043,1805,5241,7882,9952,499,2052,5781,4323,6466,7958,7327,9819,4861,6694,9598,2109
54:9239,2758,1815,8151,6917,3611,1375,3719,2385,447,4065,4962,2073,4685,4600,2902,6067,1698,4977,1405,3707,4341,6892,801,6621,468,5668,6881,4287,3644
55:7881,8377,8741,5749,4642,9918,2020,7589,9237,4614,5111,6530,3260,3736,3287,8069,1053,8159,5036,7692,9469,4414,1789,2334,5190,9234,8679,3840,9015,2271
56:7783,4807,3979,9960,4500,9669,8382,2485,6382,3389,5022,2351,6087,3588,2084,3890,8574,5006,8980,3318,2170,5979,9417,5617,1959,2074,522,7678,9531,495
57:1831,8327,7383,6391,9594,9478,8135,3816,2688,2703,9024,6344,3620,2477,693,9057,2485,780,3024,195,3019,5112,1825,2034,5002,8607,6487,7993,6173,9529
58:8906,7204,4263,8196,4051,3812,8354,8515,84,77,8221,2012,8200,9229,8842,3810,2696,8273,2866,205,6657,989,8336,2113,3505,1640,9170,4290,7040,4107
59:3155,5397,3243,3372,8425,2912,8269,8566,269,7972,865,9556,4815,5140,7153,1090,623,3308,9943,1533,3598,8122,7664,6281,2398,5610,280,9806,5350,8689
60:467,9950,8111,7163,8287,5776,886,5006,6298,2464,4812,4163,9739,5026,6062,1751,5682,6694,9853,3002,1959,8204,8658,7155,4661,7954,2776,1450,8097,1858
61:7405,1563,5872,3867,4377,7818,1437,8781,2065,481,9951,6916,4608,8586,5268,8703,9705,5051,874,5952,2818,4781,7005,5878,7712,1701,1213,7225,2612,354
62:5113,6550,160,5777,6153,5439,6162,8634,40,3538,9456,8722,1023,2666,5418,2153,4779,1610,8333,3905,7924,4194,3701,3167,7013,4980,2080,6506,4707,6601
63:978,6469,9796,137,8827,3906,6204,7539,7909,8294,7527,7169,4593,3425,4755,2404,995,2490,366,7954,1101,5559,946,131,6036,5803,4287,2845,8833,5999
64:6780,696,7935,2176,1447,1612,2578,5578,3759,6473,8632,102,569,314,3250,9113,8295,5330,7313,5212,2867,2933,2203,8355,4636,1619,8083,6649,8775,4770
65:6783,8780,8670,232,6580,6313,7538,6405,623,9729,2925,5729,7742,5731,585,5998,5820,7852,3285,5658,7414,1188,5873,4933,3243,556,7320,8396,2070,9965
66:7751,5944,5049,2590,3241,8835,2456,2335,8409,711,3485,531,7635,9716,4961,5102,5822,7415,7824,3605,3217,9304,9289,3575,1217,9013,7688,2604,8511,8976
67:1191,6185,893,3657,7914,329,5647,1138,5290,4739,6368,4340,8737,5938,7807,2285,9623,8744,1444,4736,5263,1295,5267,7272,9486,3241,9104,7406,1414,1958
68:8134,6249,6211,6284,2947,4191,8251,7316,6338,2080,8980,7579,2033,9361,634,1792,5130,1177,5295,6559,562,5454,9507,4370,2415,245,9739,8279,2603,3472
69:1212,8745,9399,7135,8735,1389,5286,8014,7417,51,5345,1168,7257,3611,7071,8986,5595,5295,1755,5307,9949,4385,5581,1002,9520,3695,2727,5933,6888,5826
70:2435,1382,4504,8448,9918,1340,6048,3049,3942,8901,6735,2992,4792,5132,4675,3676,3131,3070,8504,7377,3063,4088,287,1357,8255,3856,8333,3263,7025,9624
71:3410,8093,9469,1113,9489,9965,6807,1229,9235,2294,4065,2789,4893,1798,5140,1053,3285,5598,3436,2939,5454,4157,2246,9952,4967,4563,1959,9745,4025,524
72:4263,6872,9480,5305,5101,961,2522,2893,2737,9907,3420,6372,3786,1670,9988,7430,5759,3463,4286,4801,5289,8096,4028,3581,4548,8207,4322,6008,4254,2496
73:632,8710,2035,5575,4345,5639,1100,2707,7653,1548,9280,7453,2793,9308,5974,2750,5862,1732,7187,8580,2332,7912,7220,7473,5832,2744,6337,5685,9209,588
74:1790,9037,5700,3277,1763,644,8196,5115,2509,9769,1270,8204,9517,1363,5342,7278,1294,7450,2822,3973,9550,6929,3602,7359,6727,9815,6900,98,5030,9542
75:158,4917,7904,8255,7055,6731,8081,2127,5848,3408,6735,9493,1341,9593,4001,4504,4406,2969,604,9822,9154,7160,8057,4913,5690,3653,2349,7377,3177,9650
76:5962,8287,5385,6433,7427,6259,7702,397,981,9645,3387,9648,1159,7809,3502,4433,7378,3732,8872,9885,6132,6448,8241,6977,9367,9792,5845,1758,3788,5455
77:4690,4777,9077,58,7450,3464,8712,8515,5959,9818,6936,4097,3903,5378,2985,1990,1957,9542,4485,7611,9229,8428,5147,3849,1965,3801,8118,6657,1751,925
78:2190,1583,7630,364,6978,2103,9016,6434,67,8224,4815,329,396,1974,2007,6336,5787,8674,3005,1119,6456,3674,391,1454,4482,6296,2601,6870,850,3901
79:8782,7612,2914,5004,6784,7134,2713,9144,5757,3462,8156,7639,6508,5530,8673,505,5242,6159,6965,3191,7875,8967,122,1254,2690,2949,6173,9173,9992,4422
80:7006,355,1927,864,3720,321,3713,3500,4415,8053,1131,3493,6013,6710,2251,1522,2084,8962,8626,9049,9573,4334,6484,2888,6759,5266,6416,7979,9327,688
81:7374,6037,2435,8277,9199,6621,7172,8414,5465,6586,4688,9451,7126,5187,9895,7593,2292,3242,6043,6939,8302,9469,9015,9204,1162,290,7247,6491,7750,348
82:2961,3156,2379,9461,8707,5836,6078,8638,3769,1411,8816,5414,6084,1055,1974,1735,4828,7453,9102,4187,6201,625,1955,3048,3033,9957,1773,2616,6982,9057
83:9116,7034,2837,9939,6144,3467,1011,187,7319,4678,8857,4074,7462,7058,6310,7011,7897,6315,2185,2400,9817,412,1546,4011,510,5314,1693,6688,4877,7149
84:1372,58,8200,7693,288,4772,8555,4253,4192,7301,859,3369,5460,7131,205,1878,9804,3602,4376,219,297,9319,6690,5522,2866,3277,6977,614,1640,9639
85:8555,3171,7494,5478,7193,3139,4894,852,4376,3369,7069,9311,9769,4866,288,2324,8200,5833,2568,3502,8078,6352,2113,1816,8196,3643,3751,2026,6977,4192
86:2794,3632,5595,8279,5900,5286,5581,8958,6641,4708,6991,2856,498,5920,1002,6640,438,3323,6160,6198,5295,4067,7163,5611,3969,6000,476,6862,181,8656
87:5705,2508,2875,8677,670,3473,6759,6658,1031,385,7860,2991,7293,3267,1708,179,7264,6939,18,7215,2857,6710,816,1076,5073,7519,5467,3032,6239,3827
88:4945,3024,3466,2703,8788,9024,3669,123,2688,993,150,5958,7887,8623,1678,6982,1172,2311,6586,9841,9478,6193,471,2477,3177,8591,9609,4828,7145,8667
89:6056,6817,4960,8001,2043,920,8456,8294,5435,2969,6271,396,4694,8960,2431,2966,4972,5830,3284,8940,4220,4679,2754,7897,5072,8476,6308,9848,1825,7046
90:3412,1645,7948,9075,7305,5255,4194,3369,8134,9681,9078,9690,8919,4145,2636,6829,1990,2242,609,5664,9074,314,5366,9962,1718,8333,6697,7074,28,6903
91:2214,4680,2806,2364,3968,5782,6312,7700,747,9378,2457,9377,1663,8136,8356,3874,5506,2827,3387,300,3208,2721,611,7064,8960,419,8567,2681,1073,3875
92:8768,7646,1642,6141,9615,7952,840,5640,1872,8975,7789,4731,9194,9190,9242,6592,5066,5602,7086,6254,6920,3605,9760,9284,7969,5413,3175,9221,5032,6990
93:8737,7299,1364,8150,941,6035,1742,7667,3929,5263,6893,3571,1016,9108,5716,5396,7455,6340,4409,1295,9298,1408,4656,3220,6803,7871,7406,329,881,7286
94:8955,9142,9127,5890,6163,2081,9407,6388,1283,6498,124,8842,3334,8138,8274,8511,9499,196,8863,5146,8959,7596,4276,2587,4022,4529,1022,7095,6083,5398
95:6579,6561,7950,3,1760,2688,5471,8872,1701,2477,3563,4815,7393,5746,4944,4413,9103,2817,8818,545,3910,6586,2837,7194,7371,310,1556,1317,5667,2362
96:1941,1610,5202,7665,4181,8562,2140,5216,3958,4523,2547,9289,1097,7054,504,8638,703,2828,4745,2854,3898,3829,1208,9654,1645,7534,5337,8518,6059,9066
97:4875,5433,4959,7373,7371,2708,8180,7683,2165,8467,2907,7205,6865,6711,9201,2188,6527,9046,6362,6949,1234,4523,6754,6821,6365,768,9677,2221,2233,194
98:9885,8797,9958,4051,1372,9542,6069,4223,5478,1718,7833,7278,5207,2509,8712,5147,981,5675,8196,3716,3757,6038,8045,8065,6929,8907,450,6678,3732,9043
99:5947,792,7247,2443,6537,1588,6867,8679,5370,6470,1053,1313,9015,1855,3805,9629,2638,3960,1045,4947,2971,5529,2334,5423,1175,1004,7881,3028,628,1709
100:5731,2863,3947,5237,8159,6389,4092,3014,5694,7349,3030,505,901,5609,5030,7321,2202,7974,3233,6727,2817,2680,4987,2964,362,5447,1994,236,6839,3739
101:6274,2146,8224,8175,4493,3354,4078,8790,2591,8530,9705,7818,7856,1213,7440,7758,5550,2767,354,6532,5146,8359,9350,6113,4781,3447,176,360,6823,9951
102:4239,6115,8711,1034,2016,941,3917,64,6158,4459,1968,4636,2486,7764,6250,4474,1692,1673,2385,9237,8236,8470,5806,1825,9870,9001,4326,8775,1830,1973
103:2547,727,8193,3149,6006,6403,8251,977,3268,9090,9139,5437,4434,7135,5440,8653,850,5933,6696,2573,5905,4469,5341,659,6742,9412,7639,6508,6195,7423
104:3289,816,323,1733,1076,1031,8706,4200,9168,4334,6930,6025,9709,1710,385,8723,7895,203,5596,4646,688,7307,7289,3778,321,8094,5457,9496,5182,7849
105:6444,6737,3337,8963,5528,6822,2404,4506,6507,1239,9016,5612,3700,3548,3951,3707,3640,7930,8796,2518,6272,6147,111,2393,3778,444,8169,3287,8842,4965
106:7675,5503,9594,8213,4398,4120,4478,510,1326,905,2065,4433,9567,175,6903,6507,3992,7712,335,6173,2253,7924,396,9730,4707,9952,4868,9129,7325,292
107:6470,1623,9845,1825,9240,3147,2309,2334,1053,99,5187,2020,4553,2638,5088,1789,1308,5542,7540,5934,9433,1422,6530,6638,5053,9918,4947,3805,2971,7823
108:4675,4493,8533,8881,1335,5566,2305,360,4166,8855,634,8182,874,3690,7034,9903,7983,178,8387,1747,1041,1298,5877,8749,2336,3340,147,176,7615,6240
109:3221,6058,2477,3669,6579,1292,2688,6360,4519,1073,7133,5771,9801,971,611,2919,6487,5958,6586,19,5069,3086,4248,9391,9442,261,6627,123,4728,9689
110:7953,3507,9461,8528,5363,781,8330,5721,8989,830,2476,8444,2003,2058,6880,9012,941,4186,7529,9266,20,6749,9961,9469,4907,3436,2770,5997,7260,8273
111:6488,5473,5242,5664,3526,6031,5530,9065,8386,3418,7828,8328,1254,9715,5035,6028,8010,8584,5827,5111,2949,1907,9861,2196,9903,9548,7733,185,7202,694
112:7021,3106,6701,7585,9116,5681,222,4078,2360,3256,5184,4965,7979,7521,8694,8190,4704,1879,8180,9309,1478,4964,1669,3286,4063,7543,9871,6971,2641,951
113:9749,9285,2627,4099,8330,4582,2649,8897,4702,9628,9478,8410,8477,5151,3403,3042,549,2902,1718,3532,3743,6995,7954,3884,8539,3454,1113,8844,4164,5117
114:3324,6203,3286,1201,9853,9103,8694,6956,8324,7577,8411,6870,4147,7948,5498,7891,8542,6494,1715,573,2815,2022,7019,9925,6573,5944,7543,2157,9641,6298
115:2266,6718,2928,2582,9881,1839,335,8057,9632,5769,1889,2405,6349,5150,5714,4431,6456,9593,3131,1579,5848,5659,7976,2944,6404,3454,7648,6860,2648,9188
116:9328,1501,6694,9648,3379,4721,7643,5388,4065,9569,2289,4014,8430,3068,3699,3845,5317,8121,1206,5241,3330,7659,345,3249,3082,9694,9494,2915,7980,743
117:1987,1612,9113,4636,9436,8355,4239,2732,9678,9726,4696,7282,7313,9123,5079,7511,941,759,4335,338,1692,1034,9054,148,6115,3562,820,510,6473,631
118:4951,7795,3793,6969,7927,9680,4852,5681,874,3341,3436,8642,3462,9105,5193,4130,7098,9897,6278,3301,2450,5111,2811,7954,7615,4493,8617,360,1734,2395
119:8675,1668,3885,4485,912,9469,6888,3113,7782,8527,8775,9350,1252,694,7301,5959,8096,6590,7465,1990,3440,1294,1632,510,7108,7879,3424,8122,8083,9455
120:7039,5209,4506,9002,4190,1014,575,1032,9997,8104,965,2890,8412,6416,6993,5338,785,6822,8152,9726,9169,2911,3874,9512,9884,1692,5079,3368,7979,1034
121:7175,7095,2389,9491,3226,5649,4088,3461,5072,707,6544,9195,3347,3442,1910,4490,618,7989,3948,5999,9271,386,7778,6540,436,3615,6151,1189,8570,4126
122:6677,5530,9077,3645,694,6573,5143,6785,9548,1196,7875,7612,1551,7063,3483,4511,9641,2949,2690,5111,8508,3022,9144,8073,7639,5085,79,3130,3283,9853
123:109,2467,611,8788,584,9478,9352,9801,534,5407,6579,7076,6376,904,2688,4651,7741,6002,4728,9431,4944,21,7101,2677,2075,4519,8159,8216,2625,180
124:5799,908,7429,7596,4542,2410,3334,6083,4236,9499,5550,7340,4266,7095,4276,1239,2071,3187,1572,8498,6439,6498,3051,9742,4049,8492,7858,9276,2081,9403
125:1794,6066,8333,9848,9145,8973,7759,786,7087,1326,7636,9106,2854,8504,6601,4779,6524,6354,4433,6346,2286,7206,1466,2693,4539,2081,6153,2666,28,2065
126:1361,9372,2245,429,3047,6764,2237,1438,8818,1109,7462,9759,7916,6582,1649,8527,3370,6421,412,7824,7737,1170,322,858,2684,4678,4945,6583,2805,5108
127:4717,1239,8498,3051,1074,6463,6353,8959,2134,6706,2060,6439,9407,7596,7891,8481,272,6643,2630,4749,7148,4391,1572,6338,2534,8337,5539,9127,5303,908
128:477,1334,8470,4856,3947,7967,2771,4506,3632,4439,4520,1775,2759,1455,9152,7365,917,2451,4999,6568,476,6000,9921,3311,936,983,2727,287,6906,5085
129:1444,1295,4188,2349,4349,4057,1699,320,1251,6451,2459,4055,1051,5647,9636,5263,1865,5180,7914,9844,1668,3546,357,8300,1409,3661,4340,7929,2947,7594
130:2372,8241,475,7298,3923,2855,147,1956,4120,6196,7051,573,1429,9996,6027,8587,8276,2157,328,3068,9868,551,5681,8542,5455,4270,1489,4623,5944,2101
131:403,1430,2490,1834,515,3168,9796,6019,8296,995,8006,3506,8476,5553,1178,3169,9967,978,4634,9381,934,1825,9832,9164,1193,6036,9279,6747,4584,7513
132:1849,3605,6116,3,7769,1840,3377,756,1172,2683,9557,3483,9841,8341,1783,7998,4604,6561,4553,9590,2379,4582,6571,6639,24,3123,177,1085,6496,1008
133:6323,6556,9249,2249,955,4133,6259,8055,6196,7891,6891,7344,8890,5116,773,2362,1877,9713,174,7443,2155,4620,6279,7777,6969,7021,611,1288,8411,1259
134:875,545,9463,3,4421,9778,1502,1701,993,4649,9669,6295,8287,8788,9478,9185,6174,3634,4251,4944,9477,6095,4079,7232,5106,7202,5471,7110,6411,7195
135:2792,8368,2612,7271,5535,9759,2237,322,2668,2097,164,3105,7197,644,1556,2984,5302,9116,5388,7834,4262,2212,6995,8944,7916,5812,1018,2042,3020,2400
136:6197,4440,9963,649,6468,9271,7859,9858,1553,6603,9147,2035,9442,7321,8911,266,4657,7820,2390,7750,6822,1652,6730,9822,3621,5946,4728,4413,3608,8087
137:3034,1193,6979,9614,9796,1630,2764,6924,4756,5339,3770,8493,754,4201,8654,1066,3506,8044,6948,7546,9498,5565,8559,4849,6469,9357,7773,9785,5644,8296
138:518,1503,9119,3,2866,859,9037,3127,3660,7167,6651,9982,9911,5456,9807,1295,357,44,8283,462,3995,1034,3574,5364,9517,3845,8019,711,2113,4866
139:9219,1802,6203,3708,1277,9930,9194,5792,9935,2564,8960,3929,5459,1042,2142,9098,4779,2634,8841,1973,7638,8874,5664,9908,4148,8835,7579,5681,5643,5540
140:7141,9766,4707,8519,7317,4020,7059,558,8665,8021,5575,849,3856,3513,5568,3912,2190,9508,4884,3608,3181,1474,5477,7859,4273,9725,7987,6197,7971,719
141:394,1610,417,4461,3900,9456,4314,6355,6903,8294,7911,9799,5503,7046,2404,4543,8846,9075,4663,2153,1824,4550,6447,8364,3905,1596,396,227,2854,7839
142:8980,526,5241,2773,2337,297,1252,1040,8441,2930,7350,8417,2718,8807,1974,1600,5337,7980,5843,9469,2017,8002,5677,6075,7958,2562,3521,7368,5980,2078
143:8058,7555,2807,5533,6453,910,1115,9722,9796,934,6273,3425,1282,7529,3506,3624,835,1193,616,8296,9058,1185,9560,8945,5565,2490,9357,1389,3317,3168
144:8742,2086,9935,7802,4381,2953,1526,4735,1755,1564,8510,6712,5286,6121,1101,8122,4416,7936,5074,6977,8144,6813,6227,3988,2182,9037,1963,3989,9542,5438
145:9729,147,3705,9990,4227,6309,5931,9371,927,6222,1632,473,6920,3951,6525,7182,2585,9835,6432,8142,4764,8469,2580,2172,6782,1402,7001,5715,1604,2793
146:7703,3131,4789,9432,3379,7480,736,7885,974,1435,941,3623,1101,5987,1967,8309,3791,8282,3384,5132,604,9343,810,9315,4581,2417,5999,2880,3704,9802
147:388,332,6769,6969,9057,358,1171,9478,6429,4847,8890,2688,7360,1331,7439,5136,8835,9103,8327,2722,6982,1591,5931,7262,2034,8768,7136,8399,5293,9557
148:6774,909,7979,4906,3917,9734,1580,4745,6882,1426,9678,9530,1987,2699,5962,6822,5079,6563,8598,5243,184,338,2536,9237,8242,2867,1880,6144,7447,2203
149:9280,4634,8673,5752,9515,5298,9903,3357,4418,8817,5242,1432,5827,9839,5924,6686,6703,8763,4791,7365,9548,392,8454,2131,5850,1825,5530,7841,1597,1196
150:6048,1665,171,2496,7802,9966,6456,1491,5081,8858,5239,1560,9858,1990,1614,820,4301,1845,4126,9903,4792,1291,3901,1760,4567,2097,4504,3436,9593,2069
151:1907,2019,8771,543,6173,7908,9405,548,596,9743,6612,3888,9823,2876,3367,1254,490,7140,173,5239,6896,9461,3604,6306,8362,1411,5530,8328,2786,6994
152:2159,2166,8988,516,6633,5766,9186,2765,3305,9168,2442,1391,3517,9447,355,385,821,5380,6484,3846,1031,1882,6136,7239,1690,2857,3473,4859,5335,2062
153:3043,3521,6041,9736,3559,4094,9730,4516,5308,7720,1320,7817,7488,2614,985,3536,3944,3808,2683,5753,6460,2718,6611,4387,387,4152,26,3065,9041,2966
154:8316,5765,476,3720,2437,5340,7718,3588,9116,4676,7800,9599,157,3863,7358,4442,8950,2639,498,6198,8059,6673,2856,7869,8745,5286,9761,8865,8205,181
155:9361,8276,1160,4229,5172,7021,1603,8643,8745,7262,5656,6196,598,1659,1715,9631,9418,8193,9249,2162,2056,2007,8241,8056,9716,3705,8411,861,5870,4171
156:9942,2111,2007,5088,1085,7701,5932,7,2173,2354,2041,1175,4875,7004,6610,5053,9433,1623,9536,4947,5934,7026,5484,6268,9591,9235,9910,6467,51,6140
